,Mex_GDP_Growth %,Mex_Annual_GDP_Change,US_GDP_Growth %,US_Annual_GDP_Change,Mx_crimes_per_100k,mx_annual_per_change_crimes,mx_%pov_Under_US_$5.50_Per_Day,yearly_change_in_mx_pov_rate,MEXICO_TOTAL_KILOTONS_Co2,MEXICO_MT_Co2_PER_CAPITA,MEXICO_INFLATION_RATE_PERCENTAGE,MEXICO_INFLATION_ANNUAL_CHANGE,Number_Migrant_origin_Mexico_Destination_US,Number_Migrant_origin_World_Destination_US,Mexico Murder_Per 100K Population,Mexico Murder_Annual % Change,us_border_spending_in_millions,kt of CO2 equivalent,Annual % Change,UNAUTHORIZED_POP_ENTERED_US
0,0.7913396914317901,0.5784273363524084,0.8517832647462277,0.31956257594167675,0.37604838440204497,0.2696098847702347,0.43927648578811385,0.3295719844357976,0.24424381093727487,0.9244665373423855,0.5355636999011733,0.0,0.6773214861088948,0.572558238051395,0.42378358768240815,0.28349298903234765,0.43176733780760623,0.0,0.4629208841148523,0.3391808194561636
1,0.8728050479140819,0.506381226842322,0.6066941015089162,0.1628189550425273,0.4364477371126885,0.2696098847702347,0.4211886304909561,0.3295719844357976,0.0,0.19701745877788568,0.7413898329238786,0.8249304305123588,0.0,0.0,0.4364477371126885,0.28349298903234765,0.0,0.0950934664149865,0.5040280933691387,0.42941150717208215
2,0.7996590070101461,0.4228077398106217,0.33312757201646087,0.13851761846901578,0.456768613149139,0.26225183951131475,0.4211886304909561,0.3295719844357976,0.07606208645105461,0.3044374393792433,0.6178005929606831,0.7379276477328532,0.06428774352505673,0.038674824146301745,0.456768613149139,0.26225183951131475,0.00894854586129755,0.1454274384469807,0.45920264408180134,0.26297104102653907
3,0.7483806638707271,0.43474680938657884,0.8311659807956104,0.8213851761846901,0.5219796743504432,0.33513813688740807,0.5943152454780362,0.6070038910505835,0.09146002102529249,0.2581231813773037,0.396152881002023,0.712064167621542,0.12857548705011335,0.07734964829260349,0.5219796743504432,0.33513813688740807,0.015659955257270694,0.09735203224805744,0.3701714521793018,0.1734185200515817
4,0.6266050646592735,0.3964594483326472,0.72559670781893,0.28675577156743615,0.4762254820062151,0.1581285575454672,0.4211886304909561,0.3295719844357976,0.11827757508296743,0.24187681862269628,0.21781856146623008,0.723440825012277,0.19286323057516985,0.11602447243890524,0.4762254820062151,0.1581285575454672,0.02485707183693761,0.1314867648188307,0.4443296839495972,0.1714324662092242
5,0.8549409732000821,0.5858377933305887,0.9006310013717421,0.5358444714459295,0.45091627722696653,0.1872830764959045,0.5839793281653746,0.357976653696498,0.19310287964050876,0.3420223084384091,0.13151706853126055,0.7477492224586676,0.2571509741002266,0.1546992965852071,0.45091627722696653,0.1872830764959045,0.03405418841660453,0.21415768535678437,0.4877091510018592,0.3141427729928518
6,0.0,0.0,0.7162002743484225,0.21749696233292828,0.4253063406670517,0.18561710398445097,0.4211886304909561,0.3295719844357976,0.08088553583575564,0.0,1.0,1.0,0.3214387176252832,0.19337412073150884,0.4253063406670517,0.18561710398445097,0.04697986577181208,0.19468457567848585,0.396199132410659,0.4350403180870202
7,0.9943979723095425,1.0,0.8654732510288066,0.5127582017010935,0.3556272644387057,0.10898236845758714,0.9999999999999999,1.0,0.15733926988642222,0.10681377303588757,0.980764405010115,0.7655099034211819,0.38706441960052085,0.24069847232485964,0.3556272644387057,0.10898236845758714,0.0758140691026597,0.27159515333014506,0.48047923982648216,0.3696189483068791
8,1.0,0.46521202140798684,0.9580246913580246,0.46172539489671927,0.29603941018382823,0.11661807580174931,0.4211886304909561,0.3295719844357976,0.28860305485127724,0.33632395732298725,0.5547001583087299,0.658045506629563,0.4526901215757584,0.28802282391821066,0.29603941018382823,0.11661807580174931,0.11285110613969673,0.30050833941483734,0.4377194794463954,0.37252340279878365
9,0.8718992852847824,0.3931659118979004,0.962716049382716,0.38396111786148235,0.29092219639217326,0.21754824378731089,0.7932816537467698,0.0622568093385214,0.39719250510172555,0.5088506304558678,0.40918004752359916,0.732116549353413,0.5183158235509961,0.3353471755115617,0.29092219639217326,0.21754824378731089,0.15262242107879692,1.0,1.0000000000000002,0.566440267142152
